episode,global_step,reward,steps,goal,actor_loss,critic_loss,entropy,alpha,replay_size,energy_level,min_collected_data,collected_data_sum
25,159994,-29685.0,5000,False,214.67563085180015,25.595143308780465,1.2863132825369024,11.262907028198242,159994,98363215.40675536,0.0,111616784048.8086
26,159995,-71495.0,5000,False,214.67563085180015,25.595143308780465,1.2863132825369024,11.262907028198242,159995,99604843.1466332,0.0,114805835021.63168
27,159996,-49285.0,5000,False,214.67563085180015,25.595143308780465,1.2863132825369024,11.262907028198242,159996,98369044.74740246,0.0,30827492737.289986
28,159997,-51780.0,5000,False,214.67563085180015,25.595143308780465,1.2863132825369024,11.262907028198242,159997,99803332.12022333,0.0,58465934501.75682
29,159998,-76410.0,5000,False,214.67563085180015,25.595143308780465,1.2863132825369024,11.262907028198242,159998,98369088.83579074,0.0,115868852012.5726
31,160000,-72230.0,5000,False,214.67563085180015,25.595143308780465,1.2863132825369024,11.262907028198242,160000,98381786.94945188,0.0,59528951492.69787
36,183265,-4750.0,728,True,213.0120894568307,35.84104969737294,1.5152013188043794,15.491657257080078,183265,99866953.854912,1063016990.941034,22323356809.761715
32,185401,-9813.0,1416,True,235.81058339479952,29.871202116800568,1.497936356370732,15.930806159973145,185401,99680429.49327612,1063016990.941034,44646713619.52341
39,186245,-7315.0,821,True,206.8519787619959,36.23773016970282,1.5174858550496861,16.114274978637695,186245,99950008.01354727,1063016990.941034,78663257329.63647
40,186983,-5297.0,844,True,205.27838263127475,36.39772546008865,1.5180522511355685,16.270708084106445,186983,99827095.86060387,5315084954.70517,53150849547.051704
49,187344,-6612.0,855,True,204.5057491012484,36.446114740315934,1.5183243331853409,16.34550666809082,187344,99851488.31673317,3189050972.823102,62718002465.521
41,187560,-7596.0,862,True,204.02751511044957,36.499108609356625,1.5184819194944166,16.39387321472168,187560,99822793.93642879,2126033981.882068,71222138393.04924
63,189152,-12383.0,911,True,200.58623859727945,36.8090784426709,1.5196341298414244,16.736143112182617,189152,99975440.43180218,3189050972.823102,110553767057.86755
44,190763,-5912.0,962,True,196.91985366250273,37.16382233714859,1.5208006537753678,17.09964370727539,190763,99729248.15365653,1063016990.941034,34016543710.11309
53,191188,-9025.0,975,True,195.9643634815705,37.22640072553586,1.5210982749400994,17.192920684814453,191188,99887049.55699944,3189050972.823102,119057902985.39572
68,191984,-1328.0,145,True,132.92657707477437,43.25400214688531,1.5413584585847526,17.374229431152344,191984,99976108.06580599,1063016990.941034,14882237873.174477
62,192766,-11569.0,1024,True,192.34605623036623,37.589241944719106,1.5222002435475588,17.549610137939453,192766,9999660848.194315,5315084954.70517,147759361740.8039
37,193954,-6349.0,1062,True,189.47160523265543,37.87773130932321,1.523029152900261,17.832050323486328,193954,99805311.61437939,8504135927.528273,63781019456.462036
33,194051,-6598.0,1422,True,207.08583999719633,34.16699199099749,1.512786932761156,17.854904174804688,194051,99667229.22913915,1063016990.941034,25512407782.584816
52,197011,-10360.0,1157,True,182.11362270991557,38.66329105166186,1.525003019704217,18.56281280517578,197011,99743025.14769833,1063016990.941034,76537223347.75446
66,201349,-3972.0,472,True,108.50853519520517,46.849515594668304,1.5453886957996983,19.667091369628906,201349,99918152.10128859,1063016990.941034,24449390791.643784
57,201752,-12489.0,1305,True,169.94502134505817,40.22310175475489,1.527897512821402,19.767988204956055,201752,99745271.3697478,2126033981.882068,133940140858.57018
67,205383,-5578.0,575,True,93.50652349223262,49.167805852475375,1.5475308210953422,20.75263214111328,205383,99933808.15939128,5315084954.70517,48898781583.28757
42,206153,-15106.0,1443,True,157.83028717067452,41.865457037134625,1.5304358859733005,20.96501350402832,206153,99675212.2591962,1063016990.941034,145633327758.92178
50,208241,-19237.0,1508,True,151.85705483007177,42.690860919041725,1.5315842855751356,21.55371856689453,208241,99538650.4917542,1063016990.941034,230674687034.2049
76,212067,-6814.0,563,True,47.75236087508142,55.94286482202858,1.5536228841829045,22.683446884155273,212067,99846261.55665706,3189050972.823102,53150849547.0517
45,212588,-14732.0,1644,True,138.7207260796406,44.400782814861216,1.5339095402518037,22.839630126953125,212588,99660442.93300976,3189050972.823102,164767633595.86023
61,216509,-13374.0,1766,True,126.23970932629074,46.37306252530315,1.5359017029489017,24.059032440185547,216509,99634810.46883479,8504135927.528273,145633327758.92154
59,223163,-15765.0,1974,True,103.36083377413112,50.03919728017264,1.539070790631672,26.31184196472168,223163,99578595.03429835,9567152918.469307,179649871469.03476
71,225611,-8103.0,1089,True,3.725727547681912,64.26834083107002,1.5573345565051524,27.194007873535156,225611,99893048.73703748,8504135927.528273,111616784048.80853
64,228545,-12886.0,1415,True,16.406394651542705,62.59398336174631,1.5550297136862792,28.2938289642334,228545,99554583.61801678,5315084954.70517,119057902985.39575
75,230210,-7707.0,1133,True,-29.003319371988155,70.47719083964456,1.5601921158876444,28.938982009887695,230210,99717454.19536348,1063016990.941034,73348172374.93134
84,230540,-6385.0,561,True,-110.01185374336447,85.9921474422788,1.5670690951925335,29.065645217895508,230540,99993399.86793151,1063016990.941034,48898781583.287575
65,233369,-8050.0,1499,True,-12.481932773957498,67.76587511588129,1.557658527277564,30.196578979492188,233369,99531783.6317923,5315084954.70517,77600240338.69545
51,233714,-21575.0,2304,True,62.649583180978276,57.18875890680485,1.5436647966918018,30.342727661132812,233714,99503509.2095907,3189050972.823102,274258383662.7871
35,236166,-22413.0,2408,True,54.53408273611453,58.83410059395818,1.5440858557226254,31.37162208557129,236166,99296292.54969989,2126033981.882068,262565196762.43585
55,236918,-12940.0,2404,True,49.236980768512566,59.88214810557056,1.544963054495326,31.685970306396484,236918,99273125.40548684,6378101945.646204,124372987940.10092
89,240290,-4779.0,315,True,-260.0984460255456,118.96075178782145,1.5747590123660982,33.1722526550293,240290,99986733.05388968,3189050972.823102,39331628664.81827
56,241975,-19748.0,2562,True,26.946260873853557,64.46693130250465,1.5469331332801564,33.931888580322266,241975,99272176.3474602,5315084954.70517,241304856943.61493
87,242891,-5394.0,540,True,-249.37423799302843,119.03316314838551,1.574211566094999,34.357730865478516,242891,9999821139.140062,1063016990.941034,28701458755.40792
47,243374,-15963.0,2606,True,20.487212186420503,66.16215130263626,1.5474690507442697,34.580482482910156,243374,99156392.61223887,20197322827.879646,181775905450.9167
74,243550,-12833.0,1587,True,-91.62194739093403,84.85561790087723,1.5638737738996311,34.65425491333008,243550,99610078.61843522,15945254864.115513,148822378731.7447
38,243748,-18322.0,2618,True,18.71031451263985,66.69834291743722,1.5476143557529944,34.75849533081055,243748,99242199.4992624,13819220882.233444,267880281717.14102
69,245576,-16786.0,1813,True,-82.01892652445187,84.85029181050649,1.5624695856533062,35.62331771850586,245576,99516675.72560586,3189050972.823102,139255225813.27533
88,245921,-5161.0,543,True,-286.36585151293,133.8238497430229,1.5757517097843725,35.793331146240234,245921,99974868.05776031,2126033981.882068,23386373800.702747
43,246474,-19169.0,2703,True,5.888885255504704,70.54076850339301,1.548623439915481,36.05682373046875,246474,99311204.76582924,7441118936.587238,223233568097.6173
78,250245,-10990.0,1528,True,-167.9227396489672,105.7484171016054,1.5688682634636995,37.93731689453125,250000,99519064.83759823,4252067963.764136,128625055903.86505
73,250672,-21009.0,1834,True,-128.55606162687815,97.73977947755104,1.565657225403947,38.14875411987305,250000,99399304.69061294,2126033981.882068,158389531650.214
92,250834,-5450.0,535,True,-352.07191276193777,160.53738764290497,1.5782930766310648,38.23120880126953,250000,99898756.96705648,3189050972.823102,40394645655.7593
86,253147,-8862.0,937,True,-302.7914155412509,143.75289868443346,1.5761347643975387,39.424171447753906,250000,99773808.16397986,6378101945.646204,95671529184.69302
46,259245,-15696.0,3102,True,-60.71506145073859,90.62745218043324,1.5531244285255768,42.66556930541992,250000,99070181.27751225,11693186900.351376,207288313233.50162
34,259295,-16620.0,3340,True,-38.48246179895843,85.9276633027071,1.548367100882673,42.68292236328125,250000,99077354.59789288,13819220882.233444,163704616604.9191
100,261924,-4136.0,568,True,-513.4002441889803,235.78553075857565,1.583631961908139,44.139915466308594,250000,99956307.66960053,1063016990.941034,43583696628.5824
101,262088,-3934.0,516,True,-529.3905871783116,240.31941389298254,1.5841236418300821,44.22944641113281,250000,9999829169.800108,1063016990.941034,51024815565.16964
91,262649,-8480.0,915,True,-442.0838369817682,200.88217971155552,1.5812102723642776,44.532196044921875,250000,99759735.0497858,2126033981.882068,55276883528.93377
103,264138,-6308.0,552,True,-554.7881888790407,251.93215009613314,1.5848786557714145,45.3790168762207,250000,99846046.81460758,1063016990.941034,51024815565.16964
54,264149,-26830.0,3255,True,-89.1936784686947,101.30207192557198,1.5547717898855196,45.3790168762207,250000,98964775.66874386,11693186900.351376,332724318164.5442
83,267491,-9931.0,1732,True,-344.5971210658137,171.5244172720656,1.5767371885426875,47.345699310302734,250000,99719471.79350431,13819220882.233444,156263497668.3319
58,269338,-19326.0,3417,True,-121.07776297312715,115.12432748042669,1.556434168308354,48.45102310180664,250000,99042622.93356569,28701458755.407906,218981500133.85284
106,274482,-9170.0,739,True,-689.2342904468995,340.4439512131501,1.5880417073692457,51.72932815551758,250000,99926917.07730377,1063016990.941034,59528951492.697876
81,275401,-9708.0,2164,True,-373.47432415473816,196.14164696162817,1.5768510426864606,52.35055160522461,250000,99400639.95862055,13819220882.233444,142444276786.0985
112,276121,-5766.0,421,True,-816.7056877516794,430.47973585015524,1.5906333206951477,52.821495056152344,250000,99937070.12144075,1063016990.941034,37205594682.936195
60,277148,-25812.0,3661,True,-172.74738916311065,140.34138389468617,1.5587885630029825,53.51786422729492,250000,98861792.10581939,18071288845.99758,271069332689.96384
105,277488,-8739.0,838,True,-717.9388519869784,359.70803404992404,1.5885053321825862,53.75994873046875,250000,99837124.25252007,2126033981.882068,62718002465.521
104,280773,-9998.0,954,True,-748.0636070459394,389.79121470201443,1.5889336199380566,56.089542388916016,250000,99808859.35631466,2126033981.882068,59528951492.69791
98,281422,-12431.0,1189,True,-693.1011541060183,359.8407002947128,1.5874876492759378,56.55458450317383,250000,99622620.77456458,2126033981.882068,128625055903.86504
48,283343,-23482.0,3855,True,-217.13176761519276,166.24996538867282,1.5605361983469952,57.97958755493164,250000,98820502.76927145,31890509728.231003,335913369137.36694
115,283939,-4346.0,514,True,-953.7388332975514,552.5147097268457,1.5923583722068178,58.44282913208008,250000,99975807.58979076,1063016990.941034,35079560701.05412
111,283976,-8464.0,684,True,-897.3534832781519,502.84660512801497,1.5916004516402182,58.46704864501953,250000,99825764.94845922,1063016990.941034,45709730610.46447
113,286186,-7579.0,689,True,-943.9154493445409,547.2946347595126,1.5921556845804776,60.1730842590332,250000,99893134.47100322,4252067963.764136,58465934501.756874
85,286301,-9005.0,2181,True,-535.1786113924414,288.09880349746487,1.5819164316679348,60.2484245300293,250000,99317470.67376068,5315084954.70517,130751089885.7471
72,286772,-13654.0,2987,True,-386.1750145761273,230.0570682874283,1.5746275636117755,60.628578186035156,250000,99066037.75367977,2126033981.882068,161578582623.03702
96,287575,-9343.0,1425,True,-745.3356803171258,406.94104062599047,1.5881448894634582,61.280303955078125,250000,99643522.64473577,12756203891.29241,110553767057.86752
90,288268,-7600.0,1804,True,-657.8733892081318,356.4673759213044,1.58568375919452,61.846866607666016,250000,99469607.1212026,7441118936.587238,115868852012.57266
117,290386,-5396.0,497,True,-1110.2263699997839,715.7363162434077,1.5939703812781474,63.568389892578125,250000,9999835469.456173,3189050972.823102,31890509728.231018
99,293854,-10078.0,1572,True,-829.1143943262464,491.2312237779603,1.5894008970063456,66.50350189208984,250000,99518745.30959062,7441118936.587238,106301699094.10336
116,294202,-5697.0,777,True,-1098.5906936468766,726.9567415919851,1.593780468176077,66.80789947509766,250000,99804882.13028042,1063016990.941034,59528951492.697914
171,302747,-3928.0,417,True,-2618.0737175207873,3443.339932430249,1.6013369685253844,141.56915283203125,250000,99912314.86318584,2126033981.882068,37205594682.936195
170,303866,-4502.0,487,True,-2858.7467283712003,4117.0070163507025,1.6018196752471199,159.18687438964844,250000,99852384.57464561,2126033981.882068,21260339818.82068
174,306094,-6347.0,626,True,-3403.5798720947264,5917.501320767212,1.6026501972913743,201.37667846679688,250000,99873295.97081299,4252067963.764136,46772747601.405495
168,308696,-5044.0,789,True,-4179.249109355326,9081.051653184262,1.6034069675479443,270.4381103515625,250000,99798811.0981358,1063016990.941034,47835764592.346535
180,312308,-8956.0,1014,True,-5587.974949873447,17316.162909531286,1.6041292623935777,433.1689758300781,250000,99724164.28352332,6378101945.646204,62718002465.521
187,316676,-3953.0,273,True,-17728.241473858172,119063.91963265667,1.606588106779825,832.0906372070312,250000,99939421.12944835,1063016990.941034,25512407782.584816
188,338004,-12443.0,1333,True,-167964.29880065232,16150739.834741797,1.6062933462102522,20153.43359375,250000,99695565.16318087,1063016990.941034,90356444229.98784
175,348159,-18834.0,3255,True,-317372.7283572271,131571561.84805991,1.6057862510335688,84412.1640625,250000,98979119.8666943,34016543710.113068,186027973414.68085
176,359968,-23623.0,3993,True,-1371166.2016797764,3074628924.7745395,1.6061839865994656,404215.8125,250000,98737614.90843442,14882237873.174479,209414347215.3835
173,361037,-26994.0,4060,True,-1561955.0359646876,4094273916.0906534,1.606221474415271,464970.09375,250000,98713198.2301795,26575424773.52584,223233568097.617
186,361096,-22130.0,3275,True,-1951880.2895595406,5134766219.8568735,1.606901477270454,468756.375,250000,99118179.88794976,11693186900.351376,137129191831.39331
178,363170,-22828.0,4193,True,-2020587.6641175256,7061925819.087777,1.6062953889490823,612600.9375,250000,98658861.85970396,23386373800.702744,221107534115.73492
179,364627,-28584.0,4284,True,-2407865.995851195,10343542342.294645,1.6063452729124237,740292.0625,250000,98802085.27105457,23386373800.702744,209414347215.38354
169,365481,-28138.0,4338,True,-2671220.5314112674,12845511467.299969,1.6063746354781676,827578.125,250000,98718301.1523051,35079560701.0541,211540381197.26562
183,369739,-26040.0,4187,True,-4885922.589518553,41989005475.35194,1.6070293985504736,1438000.75,250000,98749203.65067418,25512407782.58481,240241839952.67365
191,369920,-7564.0,622,True,-24869295.423432477,277338023906.6945,1.6086812112061157,1471113.875,250000,99846442.55058473,1063016990.941034,39331628664.81826
189,370388,-14784.0,2024,True,-10888502.688553762,103678844237.08951,1.607892109427174,1562399.125,250000,99436277.40685637,2126033981.882068,103112648121.28026
185,371390,-25370.0,4081,True,-6237089.027091548,67498268273.335365,1.607167304653918,1781789.0,250000,98695095.90410727,19134305836.938614,199847194296.91425
190,371487,-20304.0,1458,True,-16974265.64945559,193595055709.8178,1.6083204456910347,1804620.5,250000,99908890.95920108,4252067963.764136,85041359275.2827
184,373866,-34267.0,4375,True,-8073399.942187584,125379596022.60081,1.6071798649447304,2463126.0,250000,98564037.96490125,32953526719.172035,217918483142.9118
167,376071,-29174.0,5000,False,-9447530.109017937,197094603590.04282,1.606710135972507,3267287.75,250000,98520783.83032668,14882237873.174479,279573468617.49176
172,376076,-32553.0,5000,False,-9447530.109017937,197094603590.04282,1.606710135972507,3267287.75,250000,98628407.89742623,46772747601.40546,283825536581.25586
177,376081,-31784.0,5000,False,-9447530.109017937,197094603590.04282,1.606710135972507,3267287.75,250000,98485060.64812511,44646713619.52339,300833808436.31244
181,376085,-29398.0,5000,False,-9447530.109017937,197094603590.04282,1.606710135972507,3267287.75,250000,98507522.05434959,36142577691.99513,255124077825.84796
182,376086,-29068.0,5000,False,-9447530.109017937,197094603590.04282,1.606710135972507,3267287.75,250000,98412264.31958495,31890509728.231003,290203638526.9021
196,379257,-7607.0,861,True,-69791185.85394889,2631617553454.588,1.6089521009782188,4933631.0,250000,99858178.53863035,1063016990.941034,40394645655.7593
197,383035,-8798.0,831,True,-116505079.58844766,7351063735829.603,1.6090629791704183,7947292.5,250000,9999724955.754917,2126033981.882068,41457662646.70033
192,384605,-11872.0,1473,True,-93274483.64154786,6475577784025.371,1.6089408170262407,9716003.0,250000,99557950.36602437,5315084954.70517,60591968483.63895
195,384675,-14156.0,1253,True,-107435988.26077414,7720588968710.984,1.6090046809800416,9799382.0,250000,99819817.75426511,4252067963.764136,39331628664.81826
198,386192,-10689.0,1017,True,-152888545.3141593,14330585916040.117,1.6090966928585442,11900255.0,250000,99812650.41828799,1063016990.941034,42520679637.641365
203,387671,-5767.0,725,True,-229781173.13655174,29144041033012.79,1.6091780647738227,14447893.0,250000,99778276.38595319,4252067963.764136,48898781583.28756
205,387761,-6566.0,730,True,-231248535.70958903,29496432984767.65,1.6091787237214716,14598919.0,250000,99773783.94185424,3189050972.823102,40394645655.75929
200,387982,-15553.0,1037,True,-189896684.49566057,22747887415052.96,1.6091299807381607,15058173.0,250000,99903449.45707549,3189050972.823102,44646713619.52344
208,389161,-6037.0,619,True,-302778316.15185785,49686690942464.0,1.6092175521883325,17522414.0,250000,99835865.19248201,1063016990.941034,26575424773.52585
193,391768,-11652.0,1917,True,-185851295.42533907,34652069755823.0,1.60901803605309,24553500.0,250000,99422084.81057476,6378101945.646204,99923597148.45718
207,392742,-10689.0,1041,True,-348912531.6503362,80728906714696.92,1.6092112278073711,27844582.0,250000,9999655473.374126,2126033981.882068,40394645655.75929
215,394846,-7650.0,429,True,-737860914.937063,288168093616829.75,1.6092972540077353,36695028.0,250000,9999857959.440434,1063016990.941034,15945254864.11551
202,397226,-16885.0,1460,True,-478082052.0089041,186427059152847.44,1.60921622012576,50390608.0,250000,99554116.02993304,5315084954.70517,57402917510.81584
199,397524,-14258.0,1696,True,-435666779.5793042,173734212713752.1,1.609183859501807,52293608.0,250000,99515373.3914498,3189050972.823102,71222138393.04929
213,398503,-7900.0,677,True,-962607630.7651403,529451684844088.75,1.609306613376785,59882004.0,250000,99886486.70895377,3189050972.823102,30827492737.289986
201,399695,-14736.0,1763,True,-557871491.6029495,294073101523799.75,1.6092057742233379,70419752.0,250000,99438953.11300482,6378101945.646204,68033087420.22618
219,401902,-7726.0,441,True,-1830579206.4580498,1807156586333609.0,1.6093323921062508,96228536.0,250000,99871245.43882062,2126033981.882068,21260339818.82068
194,402146,-19425.0,2436,True,-566810994.9683908,414916456197665.2,1.6091247437879663,99574456.0,250000,99712685.49737492,4252067963.764136,113742818030.69061
210,402461,-14542.0,1116,True,-1169412339.3763442,979655634473000.4,1.6093029064596982,104357704.0,250000,99879228.46887767,2126033981.882068,42520679637.64137
218,403350,-8344.0,663,True,-1834470367.3001509,1939994224045851.5,1.6093300088093832,117840056.0,250000,99862065.67483589,2126033981.882068,32953526719.17206
214,408401,-19410.0,1290,True,-2313558842.837209,4291451808987228.0,1.609319865149121,257009616.0,250000,99919573.10326193,4252067963.764136,62718002465.521
204,409532,-17351.0,2091,True,-1767288967.2042086,3683363973032214.0,1.609269911716396,311770336.0,250000,99334758.12002325,15945254864.115513,94608512193.75203
209,410971,-17895.0,1746,True,-2555659648.268041,6370887773072016.0,1.6093024271118954,405503680.0,250000,99446382.8210124,5315084954.70517,70159121402.10825
220,411722,-13703.0,906,True,-4818754182.516557,1.4611123119363956e+16,1.6093170683477362,479028352.0,250000,99958668.20360433,4252067963.764136,43583696628.5824
217,412152,-14893.0,1274,True,-3976649274.8759813,1.1915860651292032e+16,1.609312228144993,533696992.0,250000,99691692.72310476,3189050972.823102,48898781583.28757
225,412754,-8673.0,663,True,-6839892827.945702,2.583652740342929e+16,1.6092780182534214,623681344.0,250000,99803022.11821191,1063016990.941034,35079560701.05412
211,412947,-13988.0,1767,True,-3368214969.72043,1.0862276866500902e+16,1.6092899152719171,657864896.0,250000,99541941.03179225,8504135927.528273,85041359275.2827
212,413840,-19460.0,1728,True,-3943661129.013889,1.5170484764835594e+16,1.60926294606179,859978816.0,250000,99475129.1871607,3189050972.823102,63781019456.462036
216,441369,-31882.0,3263,True,-63254395535.53294,6.730475059218178e+20,1.603289271493357,76160909312.0,250000,99032116.61329928,17008271855.056547,113742818030.69063
222,445303,-19656.0,2925,True,-97942570784.03828,2.01649008214907e+21,1.6022898783184525,117721407488.0,250000,99086428.7616492,5315084954.70517,95671529184.69304
206,445669,-26683.0,4349,True,-67993158823.00299,1.4793743065833074e+21,1.6045521924203225,122354868224.0,250000,98635184.66755943,13819220882.233444,162641599613.9781
230,449787,-25168.0,2426,True,-168058628336.6991,7.236747739414239e+21,1.6006003738690386,190566416384.0,250000,99210967.94688952,3189050972.823102,66970070429.28513
221,452900,-22577.0,3461,True,-151756008935.10083,1.0545534103792524e+22,1.6031422507070592,262668582912.0,250000,99180428.25064605,5315084954.70517,92482478211.86993
231,454042,-26039.0,2645,True,-215577059652.37958,1.8000837956314553e+22,1.6012143788806432,295434420224.0,250000,99399738.53057487,3189050972.823102,100986614139.3982
228,455441,-17814.0,2940,True,-216917438764.75647,2.2245179693798837e+22,1.6020030107526553,340281032704.0,250000,99087826.3557672,10630169909.410341,124372987940.10092
224,456878,-22562.0,3436,True,-208186415733.65308,2.6321686554513454e+22,1.6030464191358358,393602170880.0,250000,98905140.68608563,8504135927.528273,98860580157.51614
227,458038,-20969.0,3418,True,-228823271783.98596,3.4203349273052073e+22,1.6030036825893774,442054574080.0,250000,98893161.37800194,21260339818.82068,181775905450.9167
223,459631,-22607.0,3746,True,-236707679766.11212,4.440019386602965e+22,1.6035488429859686,518868598784.0,250000,98854681.11154915,10630169909.410341,158389531650.21396
234,460755,-28198.0,2988,True,-322234291004.6158,7.107296226657506e+22,1.6020892927325874,580449468416.0,250000,99082323.3418015,2126033981.882068,96734546175.63405
229,463564,-20838.0,3377,True,-357069395186.94226,1.1533664298795732e+23,1.6029023444746104,767973916672.0,250000,99173526.82829207,6378101945.646204,106301699094.10335
239,465291,-9763.0,969,True,-1006882468545.9154,5.6204799529671073e+23,1.6087796938739203,911546384384.0,250000,99864044.35472168,2126033981.882068,51024815565.16964
235,468432,-23238.0,3412,True,-521866995481.0598,3.179670871351308e+23,1.6029903516479072,1241384091648.0,250000,99376490.00825904,10630169909.410341,122246953958.21887
236,469289,-13998.0,1745,True,-980819776093.5977,7.425219574771384e+23,1.608170585125087,1351339606016.0,250000,99568613.45809284,1063016990.941034,70159121402.10825
232,470504,-44208.0,3647,True,-579697075613.9731,4.575190531871396e+23,1.603378837251454,1522778243072.0,250000,99196189.09470688,9567152918.469307,114805835021.63164
244,471222,-9736.0,824,True,-1775067725118.136,2.1989126663428382e+24,1.6092081107199192,1630881841152.0,250000,9999727411.548874,1063016990.941034,32953526719.172054
248,471291,-6144.0,375,True,-2328941424279.552,3.729620344355007e+24,1.6093169569174448,1643622825984.0,250000,99933808.15939128,1063016990.941034,20197322827.879646
226,472845,-24938.0,4399,True,-584421890277.5503,6.126199501120145e+23,1.604392730287325,1911471341568.0,250000,98652600.30763547,29764475746.348938,176460820496.21152
242,473937,-15103.0,1156,True,-1882582450558.6714,2.8540417774591053e+24,1.609178662635257,2124864946176.0,250000,99742104.66766027,8504135927.528273,52087832556.11067
238,475189,-18722.0,1845,True,-1535593895748.4055,2.3467664707806958e+24,1.608757455982167,2398318231552.0,250000,99512417.07554878,5315084954.70517,77600240338.69547
247,475980,-11514.0,776,True,-2755346212927.3403,6.068051688424451e+24,1.6093302759313093,2589750198272.0,250000,99794070.97813582,1063016990.941034,13819220882.233444
240,476436,-8929.0,1471,True,-2006224656332.4868,3.768652120903324e+24,1.6091344763862285,2702159642624.0,250000,99605595.70033246,8504135927.528273,77600240338.69547
249,477280,-7083.0,553,True,-3524020194520.651,9.998514291186879e+24,1.6093737203324683,2924887146496.0,250000,9999816899.541983,1063016990.941034,28701458755.40792
233,477410,-28410.0,4041,True,-933249944012.7493,1.6790592538002895e+24,1.6039684333923103,2959726346240.0,250000,98697441.74198164,7441118936.587238,128625055903.86505
237,477783,-27863.0,2030,True,-1780768586194.0964,3.6046917720271974e+24,1.6087858194127458,3065775652864.0,250000,99810451.82621948,5315084954.70517,58465934501.756874
246,482515,-13916.0,1360,True,-3566472761596.9883,1.3189734174206837e+25,1.6093329291023752,4652210323456.0,250000,99577755.11809279,6378101945.646204,52087832556.11067
