episode,global_step,reward,steps,goal,actor_loss,critic_loss,entropy,alpha,replay_size,energy_level,min_collected_data,collected_data_sum,boundary_hits,obstacle_hits
35,23988,-1047.8212427333576,500,False,28.797496218919754,8.82396720957756,0.2616676024347544,1.205568552017212,23988,9999830757.630014,0.0,0.0,1,0
36,23989,-997.8212427333576,500,False,28.797496218919754,8.82396720957756,0.2616676024347544,1.205568552017212,23989,9999830767.15601,0.0,0.0,0,0
37,23990,-1400.9297393362287,500,False,28.797496218919754,8.82396720957756,0.2616676024347544,1.205568552017212,23990,9999830852.889967,0.0,0.0,8,0
38,23991,-1526.8885438199984,500,False,28.797496218919754,8.82396720957756,0.2616676024347544,1.205568552017212,23991,9999830833.837976,0.0,0.0,6,3
39,23992,-464.1748353210157,500,False,28.797496218919754,8.82396720957756,0.2616676024347544,1.205568552017212,23992,9999831167.24781,0.0,326346216218.8988,0,0
40,23993,-1226.8885438199982,500,False,28.797496218919754,8.82396720957756,0.2616676024347544,1.205568552017212,23993,9999830757.630014,0.0,0.0,0,3
41,23994,-1600.9297393362287,500,False,28.797496218919754,8.82396720957756,0.2616676024347544,1.205568552017212,23994,9999830871.941957,0.0,0.0,12,0
42,23995,-1300.9297393362287,500,False,28.797496218919754,8.82396720957756,0.2616676024347544,1.205568552017212,23995,9999830814.785986,0.0,0.0,6,0
43,23996,-1451.8885438199982,500,False,28.797496218919754,8.82396720957756,0.2616676024347544,1.205568552017212,23996,9999830814.785986,0.0,0.0,3,4
44,23997,-1251.8885438199982,500,False,28.797496218919754,8.82396720957756,0.2616676024347544,1.205568552017212,23997,9999830786.208,0.0,0.0,2,2
45,23998,-1101.8885438199982,500,False,28.797496218919754,8.82396720957756,0.2616676024347544,1.205568552017212,23998,9999830805.25999,0.0,0.0,2,0
46,23999,-1250.9297393362287,500,False,28.797496218919754,8.82396720957756,0.2616676024347544,1.205568552017212,23999,9999830805.25999,0.0,0.0,5,0
47,24000,-1250.9297393362287,500,False,28.797496218919754,8.82396720957756,0.2616676024347544,1.205568552017212,24000,9999830824.311981,0.0,0.0,5,0
48,31985,-563.3490837592644,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,31985,9999832424.679184,0.0,2126033981.882068,0,0
49,31986,-564.6605399392662,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,31986,9999832434.20518,0.0,2126033981.882068,0,0
50,31987,-561.4142685003385,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,31987,9999832424.679184,0.0,2126033981.882068,0,0
51,31988,-564.2605399392662,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,31988,9999832434.20518,0.0,2126033981.882068,0,0
52,31989,-637.2142685003394,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,31989,9999832434.20518,0.0,2126033981.882068,0,1
53,31990,-567.0605399392664,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,31990,9999832415.153189,0.0,2126033981.882068,0,0
54,31991,-574.2605399392656,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,31991,9999832434.20518,0.0,2126033981.882068,0,0
55,31992,-651.260539939265,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,31992,9999832443.731174,0.0,2126033981.882068,0,1
56,31993,-572.6605399392658,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,31993,9999832434.20518,0.0,2126033981.882068,0,0
57,31994,-562.9490837592645,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,31994,9999832424.679184,0.0,2126033981.882068,0,0
58,31995,-573.4142685003376,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,31995,9999832424.679184,0.0,2126033981.882068,0,0
59,31996,-565.0605399392662,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,31996,9999832434.20518,0.0,2126033981.882068,0,0
60,31997,-641.3257246803407,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,31997,9999832443.731174,0.0,2126033981.882068,0,1
61,31998,-571.52572468034,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,31998,9999832434.20518,0.0,2126033981.882068,0,0
62,31999,-637.2142685003395,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,31999,9999832434.20518,0.0,2126033981.882068,0,1
63,32000,-571.8605399392661,500,False,39.560283862590786,4.986214332967997,0.23314391868375242,1.8024144172668457,32000,9999832434.20518,0.0,2126033981.882068,0,0
64,39985,-430.9318556817945,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,39985,9999835472.997665,0.0,2126033981.882068,0,0
65,39986,-430.93185568179456,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,39986,9999835472.997665,0.0,2126033981.882068,0,0
66,39987,-430.93185568179445,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,39987,9999835472.997665,0.0,2126033981.882068,0,0
67,39988,-429.9357343642665,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,39988,9999835463.47167,0.0,2126033981.882068,0,0
68,39989,-429.93573436426664,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,39989,9999835463.47167,0.0,2126033981.882068,0,0
69,39990,-433.04331186179644,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,39990,9999835463.47167,0.0,2126033981.882068,0,0
70,39991,-430.93185568179433,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,39991,9999835472.997665,0.0,2126033981.882068,0,0
71,39992,-430.93185568179456,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,39992,9999835472.997665,0.0,2126033981.882068,0,0
72,39993,-430.9318556817945,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,39993,9999835472.997665,0.0,2126033981.882068,0,0
73,39994,-430.9318556817946,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,39994,9999835472.997665,0.0,2126033981.882068,0,0
74,39995,-430.93185568179445,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,39995,9999835472.997665,0.0,2126033981.882068,0,0
75,39996,-430.93185568179484,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,39996,9999835472.997665,0.0,2126033981.882068,0,0
76,39997,-430.9318556817946,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,39997,9999835472.997665,0.0,2126033981.882068,0,0
77,39998,-430.93185568179456,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,39998,9999835472.997665,0.0,2126033981.882068,0,0
78,39999,-430.9318556817946,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,39999,9999835472.997665,0.0,2126033981.882068,0,0
79,40000,-429.5357343642668,500,False,2.8742434790721165,3.616974589526653,0.32030712720751764,2.4751181602478027,40000,9999835463.47167,0.0,3189050972.823102,0,0
80,47985,-424.8527685128708,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,47985,9999833024.816885,0.0,22323356809.76171,0,0
81,47986,-500.50849660287224,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,47986,9999833948.838425,0.0,254061060834.9081,0,1
82,47987,-576.9576072435456,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,47987,9999833796.4225,0.0,233863738007.02835,0,2
83,47988,-423.65276851287115,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,47988,9999833863.104467,0.0,231737704025.14627,0,0
84,47989,-574.0222051018565,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,47989,9999833567.798615,0.0,298707774454.43176,0,2
85,47990,-501.9576072435455,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,47990,9999834110.780344,0.0,262565196762.43643,0,1
86,47991,-424.45276851287105,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,47991,9999834129.832335,0.0,245556924907.3798,0,0
87,47992,-422.4527685128715,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,47992,9999833748.792524,0.0,221107534115.73587,0,0
88,47993,-420.70849660287195,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,47993,9999834082.202358,0.0,255124077825.84915,0,0
89,47994,-427.2527685128708,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,47994,9999834053.624372,0.0,270006315699.0237,0,0
90,47995,-428.70849660287206,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,47995,9999834082.202358,0.0,240241839952.6746,0,0
91,47996,-425.6527685128715,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,47996,9999833805.948496,0.0,266817264726.2006,0,0
92,47997,-572.8527685128705,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,47997,9999833844.052477,0.0,276384417644.6699,0,2
93,47998,-575.2527685128706,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,47998,9999833825.000486,0.0,267880281717.14163,0,2
94,47999,-426.70849660287223,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,47999,9999833767.844515,0.0,228548653052.32315,0,0
95,48000,-424.852768512871,500,False,-23.347851729989053,3.091575817063451,0.46862614496052263,2.719231367111206,48000,9999833996.468401,0.0,277447434635.61096,0,0
96,55985,-429.29242250247114,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,55985,9999833948.838425,0.0,126499021921.9833,0,0
97,55986,-425.15760724354567,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,55986,9999833948.838425,0.0,102049631130.33939,0,0
98,55987,-425.44331186179846,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,55987,9999833825.000486,0.0,110553767057.8677,0,0
99,55988,-426.643311861798,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,55988,9999833977.41641,0.0,110553767057.8677,0,0
100,55989,-500.2433118617986,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,55989,9999834044.098377,0.0,98860580157.51627,0,1
101,55990,-496.84331186179816,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,55990,9999834091.728354,0.0,110553767057.8677,0,1
102,55991,-422.0433118617986,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,55991,9999833891.682453,0.0,99923597148.4573,0,0
103,55992,-429.6009191053431,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,55992,9999833767.844515,0.0,150948412713.62723,0,0
104,55993,-425.58758377179726,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,55993,9999833691.636553,0.0,124372987940.10123,0,0
105,55994,-426.09242250247206,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,55994,9999833910.734444,0.0,114805835021.63187,0,0
106,55995,-422.38758377179715,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,55995,9999833786.896505,0.0,102049631130.33939,0,0
107,55996,-425.1576072435453,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,55996,9999833929.786434,0.0,128625055903.86539,0,0
108,55997,-424.2527685128716,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,55997,9999833996.468401,0.0,116931869003.51395,0,0
109,55998,-426.09242250247183,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,55998,9999833910.734444,0.0,117994885994.45499,0,0
110,55999,-429.50849660287196,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,55999,9999833939.31243,0.0,129688072894.80643,0,0
111,56000,-515.5379338543952,500,False,-54.284204975128176,2.402699028193951,0.6056586388498545,1.8341737985610962,56000,9999833110.550842,0.0,49961798574.22855,0,1
112,63985,-421.9875837717965,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,63985,9999834034.572382,0.0,72285155383.99026,0,0
113,63986,-420.90849660287245,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,63986,9999834120.30634,0.0,73348172374.9313,0,0
114,63987,-425.1576072435454,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,63987,9999833986.942406,0.0,95671529184.69315,0,0
115,63988,-424.3084966028719,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,63988,9999833958.36442,0.0,68033087420.226105,0,0
116,63989,-421.04331186179746,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,63989,9999834082.202358,0.0,80789291311.51859,0,0
117,63990,-425.643311861798,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,63990,9999834129.832335,0.0,73348172374.9313,0,0
118,63991,-425.1576072435455,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,63991,9999834044.098377,0.0,78663257329.6365,0,0
119,63992,-421.2527685128707,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,63992,9999834053.624372,0.0,96734546175.63419,0,0
120,63993,-425.4433118617978,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,63993,9999834186.988306,0.0,96734546175.63419,0,0
121,63994,-425.55760724354536,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,63994,9999833986.942406,0.0,85041359275.28275,0,0
122,63995,-422.3875837717972,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,63995,9999833958.36442,0.0,85041359275.28275,0,0
123,63996,-424.95760724354557,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,63996,9999834063.150368,0.0,66970070429.28507,0,0
124,63997,-424.7084966028718,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,63997,9999834186.988306,0.0,89293427239.0469,0,0
125,63998,-425.1576072435459,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,63998,9999834120.30634,0.0,100986614139.39835,0,0
126,63999,-425.3570203607825,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,63999,9999834158.41032,0.0,79726274320.57755,0,0
127,64000,-425.1576072435455,500,False,-75.19276380157471,2.259749976336956,0.5910367720872164,1.2445945739746094,64000,9999834082.202358,0.0,70159121402.10818,0,0
128,71985,-730.4525150919736,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,71985,9999834053.624372,0.0,29764475746.348938,0,0
129,71986,-728.3822976913602,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,71986,9999833977.41641,0.0,29764475746.348938,0,0
130,71987,-729.4676700870333,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,71987,9999833863.104467,0.0,26575424773.52584,0,0
131,71988,-716.0864707375893,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,71988,9999833967.890415,0.0,28701458755.407906,0,0
132,71989,-723.1016257326468,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,71989,9999834025.046387,0.0,27638441764.466873,0,0
133,71990,-725.9600925895032,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,71990,9999833996.468401,0.0,27638441764.466873,0,0
134,71991,-726.9449375944447,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,71991,9999833844.052477,0.0,26575424773.52584,0,0
135,71992,-716.2864707375875,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,71992,9999833758.31852,0.0,26575424773.52584,0,0
136,71993,-723.4373600969151,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,71993,9999833882.156458,0.0,27638441764.466873,0,0
137,71994,-733.6243582252355,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,71994,9999833853.578472,0.0,27638441764.466873,0,0
138,71995,-461.7227324925898,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,71995,9999834958.593922,0.0,114805835021.6317,0,0
139,71996,-730.4525150919728,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,71996,9999833710.688543,0.0,27638441764.466873,0,0
140,71997,-719.5940482351177,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,71997,9999833682.110558,0.0,25512407782.58481,0,0
141,71998,-726.9449375944416,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,71998,9999833748.792524,0.0,27638441764.466873,0,0
142,71999,-722.4525150919735,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,71999,9999833805.948496,0.0,27638441764.466873,0,0
143,72000,-731.8898751888885,500,False,-92.19551957130432,2.445369675785303,0.5156854889839888,1.126547932624817,72000,9999833882.156458,0.0,28701458755.407906,0,0
144,79985,-771.8898751888864,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,79985,9999833367.752714,0.0,11693186900.351376,0,0
145,79986,-789.69282100989,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,79986,9999833339.174728,0.0,10630169909.410341,0,0
146,79987,-788.05466821535,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,79987,9999833529.694633,0.0,12756203891.29241,0,0
147,79988,-775.7974526864149,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,79988,9999833405.856695,0.0,14882237873.174479,0,0
148,79989,-779.1050301839448,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,79989,9999833405.856695,0.0,12756203891.29241,0,0
149,79990,-776.72930836821,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,79990,9999833120.076838,0.0,7441118936.587238,0,0
150,79991,-777.3319357227621,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,79991,9999833453.486671,0.0,17008271855.056547,0,0
151,79992,-783.0126076814737,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,79992,9999833101.024847,0.0,9567152918.469307,0,0
152,79993,-777.131935722762,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,79993,9999833320.122738,0.0,11693186900.351376,0,0
153,79994,-786.160965328095,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,79994,9999833339.174728,0.0,11693186900.351376,0,0
154,79995,-784.9609653280946,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,79995,9999833529.694633,0.0,8504135927.528273,0,0
155,79996,-774.4382328355066,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,79996,9999833491.590652,0.0,13819220882.233444,0,0
156,79997,-774.9974526864148,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,79997,9999833329.648733,0.0,11693186900.351376,0,0
157,79998,-767.5822976913566,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,79998,9999833386.804705,0.0,9567152918.469307,0,0
158,79999,-774.7974526864145,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,79999,9999833348.700724,0.0,10630169909.410341,0,0
159,80000,-772.0898751888856,500,False,-95.98352527046204,1.9550180552750827,0.6542926946431399,0.7014670372009277,80000,9999833196.2848,0.0,11693186900.351376,0,0
160,87985,-720.0629186659662,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,87985,9999833748.792524,0.0,4252067963.764136,0,0
161,87986,-722.6851237678235,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,87986,9999834053.624372,0.0,4252067963.764136,0,0
162,87987,-714.3519877012436,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,87987,9999834110.780344,0.0,1063016990.941034,0,0
163,87988,-710.844410203713,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,87988,9999834034.572382,0.0,1063016990.941034,0,0
164,87989,-723.2031048393421,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,87989,9999833672.584562,0.0,2126033981.882068,0,0
165,87990,-720.0629186659671,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,87990,9999833710.688543,0.0,3189050972.823102,0,0
166,87991,-731.8347617992284,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,87991,9999833910.734444,0.0,1063016990.941034,0,0
167,87992,-722.2851237678228,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,87992,9999833443.960676,0.0,3189050972.823102,0,0
168,87993,-720.7808997374882,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,87993,9999833786.896505,0.0,2126033981.882068,0,0
169,87994,-713.5927678503348,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,87994,9999834044.098377,0.0,1063016990.941034,0,0
170,87995,-731.9527428707454,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,87995,9999833586.850605,0.0,6378101945.646204,0,0
171,87996,-718.9775462702944,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,87996,9999833996.468401,0.0,1063016990.941034,0,0
172,87997,-718.9775462702929,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,87997,9999833825.000486,0.0,2126033981.882068,0,0
173,87998,-731.3704961634911,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,87998,9999833767.844515,0.0,3189050972.823102,0,0
174,87999,-723.3016257326436,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,87999,9999833624.954586,0.0,6378101945.646204,0,0
175,88000,-732.8707239422691,500,False,-81.0092636089325,1.5401720930114389,0.7237349149882794,0.4733788073062897,88000,9999833701.162548,0.0,1063016990.941034,0,0
176,95985,-710.8444102037107,500,False,-58.646803232192994,1.3277325310334562,0.6265535122826695,0.3373459577560425,95985,9999833825.000486,0.0,6378101945.646204,0,0
177,95986,-708.4222051018547,500,False,-58.646803232192994,1.3277325310334562,0.6265535122826695,0.3373459577560425,95986,9999833844.052477,0.0,15945254864.115513,0,0
